"REF_DATE","GEO","DGUID","Household contributions to registered savings accounts (18)","Selected household characteristics (30)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$30,000 to $39,999","","0","units","0","","102.14.5","765","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$40,000 to $49,999","","0","units","0","","102.14.6","1415","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$50,000 to $59,999","","0","units","0","","102.14.7","1880","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$60,000 to $69,999","","0","units","0","","102.14.8","2075","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$70,000 to $79,999","","0","units","0","","102.14.9","2450","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$80,000 to $89,999","","0","units","0","","102.14.10","2835","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$90,000 to $99,999","","0","units","0","","102.14.11","2840","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$100,000 and over ","","0","units","0","","102.14.12","19090","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$100,000 to $149,999","","0","units","0","","102.14.13","11020","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$150,000 to $199,999","","0","units","0","","102.14.14","4870","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$200,000 to $249,999","","0","units","0","","102.14.15","1755","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$250,000 and over","","0","units","0","","102.14.16","1450","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","Total - Age of major income earner in the household","","0","units","0","","102.14.17","33735","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","15 to 24 years","","0","units","0","","102.14.18","580","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","25 to 34 years","","0","units","0","","102.14.19","5670","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","35 to 44 years","","0","units","0","","102.14.20","6995","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","45 to 54 years","","0","units","0","","102.14.21","8815","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","55 to 70 years","","0","units","0","","102.14.22","10880","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","71 years and over","","0","units","0","","102.14.23","790","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","Total - Households by household size","","0","units","0","","102.14.24","33735","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","1 person","","0","units","0","","102.14.25","5050","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","2 or more persons","","0","units","0","","102.14.26","28680","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","2 persons","","0","units","0","","102.14.27","10410","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","3 persons","","0","units","0","","102.14.28","6855","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","4 persons","","0","units","0","","102.14.29","7200","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","5 or more persons","","0","units","0","","102.14.30","4215","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","Total - After-tax income of household ","","0","units","0","","102.15.1","15650","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","Under $10,000","","0","units","0","","102.15.2","55","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$10,000 to $19,999","","0","units","0","","102.15.3","40","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$20,000 to $29,999","","0","units","0","","102.15.4","165","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$30,000 to $39,999","","0","units","0","","102.15.5","455","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$40,000 to $49,999","","0","units","0","","102.15.6","790","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$50,000 to $59,999","","0","units","0","","102.15.7","1040","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$60,000 to $69,999","","0","units","0","","102.15.8","1115","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$70,000 to $79,999","","0","units","0","","102.15.9","1235","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$80,000 to $89,999","","0","units","0","","102.15.10","1395","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$90,000 to $99,999","","0","units","0","","102.15.11","1315","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$100,000 and over ","","0","units","0","","102.15.12","8045","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$100,000 to $149,999","","0","units","0","","102.15.13","4780","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$150,000 to $199,999","","0","units","0","","102.15.14","1845","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$200,000 to $249,999","","0","units","0","","102.15.15","675","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","$250,000 and over","","0","units","0","","102.15.16","740","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","Total - Age of major income earner in the household","","0","units","0","","102.15.17","15650","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","15 to 24 years","","0","units","0","","102.15.18","275","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","25 to 34 years","","0","units","0","","102.15.19","2520","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","35 to 44 years","","0","units","0","","102.15.20","2785","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","45 to 54 years","","0","units","0","","102.15.21","3555","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","55 to 70 years","","0","units","0","","102.15.22","5955","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","71 years and over","","0","units","0","","102.15.23","570","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","Total - Households by household size","","0","units","0","","102.15.24","15650","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","1 person","","0","units","0","","102.15.25","2715","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","2 or more persons","","0","units","0","","102.15.26","12935","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","2 persons","","0","units","0","","102.15.27","5415","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","3 persons","","0","units","0","","102.15.28","3075","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","4 persons","","0","units","0","","102.15.29","2765","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA and RRSP","5 or more persons","","0","units","0","","102.15.30","1685","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","Total - After-tax income of household ","","0","units","0","","102.16.1","7940","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$20,000 to $29,999","","0","units","0","","102.16.4","20","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$30,000 to $39,999","","0","units","0","","102.16.5","90","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$40,000 to $49,999","","0","units","0","","102.16.6","190","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$50,000 to $59,999","","0","units","0","","102.16.7","235","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$60,000 to $69,999","","0","units","0","","102.16.8","340","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$70,000 to $79,999","","0","units","0","","102.16.9","400","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$80,000 to $89,999","","0","units","0","","102.16.10","550","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$90,000 to $99,999","","0","units","0","","102.16.11","610","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$100,000 and over ","","0","units","0","","102.16.12","5500","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$100,000 to $149,999","","0","units","0","","102.16.13","2830","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$150,000 to $199,999","","0","units","0","","102.16.14","1585","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$200,000 to $249,999","","0","units","0","","102.16.15","610","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","$250,000 and over","","0","units","0","","102.16.16","475","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","Total - Age of major income earner in the household","","0","units","0","","102.16.17","7940","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","15 to 24 years","","0","units","0","","102.16.18","45","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","25 to 34 years","","0","units","0","","102.16.19","795","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","35 to 44 years","","0","units","0","","102.16.20","2095","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","45 to 54 years","","0","units","0","","102.16.21","2725","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","55 to 70 years","","0","units","0","","102.16.22","2230","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","71 years and over","","0","units","0","","102.16.23","50","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","Total - Households by household size","","0","units","0","","102.16.24","7940","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","1 person","","0","units","0","","102.16.25","910","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","2 or more persons","","0","units","0","","102.16.26","7030","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","2 persons","","0","units","0","","102.16.27","2110","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","3 persons","","0","units","0","","102.16.28","1540","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","4 persons","","0","units","0","","102.16.29","2255","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP and RPP","5 or more persons","","0","units","0","","102.16.30","1120","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","Total - After-tax income of household ","","0","units","0","","102.17.1","10140","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","Under $10,000","","0","units","0","","102.17.2","10","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$10,000 to $19,999","","0","units","0","","102.17.3","10","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$20,000 to $29,999","","0","units","0","","102.17.4","70","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$30,000 to $39,999","","0","units","0","","102.17.5","225","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$40,000 to $49,999","","0","units","0","","102.17.6","435","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$50,000 to $59,999","","0","units","0","","102.17.7","605","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$60,000 to $69,999","","0","units","0","","102.17.8","615","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$70,000 to $79,999","","0","units","0","","102.17.9","820","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$80,000 to $89,999","","0","units","0","","102.17.10","890","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$90,000 to $99,999","","0","units","0","","102.17.11","915","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$100,000 and over ","","0","units","0","","102.17.12","5550","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$100,000 to $149,999","","0","units","0","","102.17.13","3415","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$150,000 to $199,999","","0","units","0","","102.17.14","1445","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$200,000 to $249,999","","0","units","0","","102.17.15","460","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","$250,000 and over","","0","units","0","","102.17.16","235","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","Total - Age of major income earner in the household","","0","units","0","","102.17.17","10140","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","15 to 24 years","","0","units","0","","102.17.18","265","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","25 to 34 years","","0","units","0","","102.17.19","2360","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","35 to 44 years","","0","units","0","","102.17.20","2120","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","45 to 54 years","","0","units","0","","102.17.21","2535","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","55 to 70 years","","0","units","0","","102.17.22","2695","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","71 years and over","","0","units","0","","102.17.23","170","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","Total - Households by household size","","0","units","0","","102.17.24","10140","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","1 person","","0","units","0","","102.17.25","1425","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","2 or more persons","","0","units","0","","102.17.26","8715","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","2 persons","","0","units","0","","102.17.27","2885","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","3 persons","","0","units","0","","102.17.28","2245","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","4 persons","","0","units","0","","102.17.29","2175","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP and TFSA","5 or more persons","","0","units","0","","102.17.30","1410","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","Total - After-tax income of household ","","0","units","0","","102.18.1","15380","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$20,000 to $29,999","","0","units","0","","102.18.4","25","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$30,000 to $39,999","","0","units","0","","102.18.5","95","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$40,000 to $49,999","","0","units","0","","102.18.6","215","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$50,000 to $59,999","","0","units","0","","102.18.7","340","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$60,000 to $69,999","","0","units","0","","102.18.8","460","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$70,000 to $79,999","","0","units","0","","102.18.9","615","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$80,000 to $89,999","","0","units","0","","102.18.10","885","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$90,000 to $99,999","","0","units","0","","102.18.11","985","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$100,000 and over ","","0","units","0","","102.18.12","11755","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$100,000 to $149,999","","0","units","0","","102.18.13","5290","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$150,000 to $199,999","","0","units","0","","102.18.14","3560","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$200,000 to $249,999","","0","units","0","","102.18.15","1620","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","$250,000 and over","","0","units","0","","102.18.16","1285","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","Total - Age of major income earner in the household","","0","units","0","","102.18.17","15380","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","15 to 24 years","","0","units","0","","102.18.18","140","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","25 to 34 years","","0","units","0","","102.18.19","2380","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","35 to 44 years","","0","units","0","","102.18.20","3420","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","45 to 54 years","","0","units","0","","102.18.21","4625","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","55 to 70 years","","0","units","0","","102.18.22","4695","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","71 years and over","","0","units","0","","102.18.23","120","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","Total - Households by household size","","0","units","0","","102.18.24","15380","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","1 person","","0","units","0","","102.18.25","1340","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","2 or more persons","","0","units","0","","102.18.26","14040","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","2 persons","","0","units","0","","102.18.27","4085","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","3 persons","","0","units","0","","102.18.28","3365","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","4 persons","","0","units","0","","102.18.29","4355","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to all three types of registered savings accounts (TFSA, RRSP and RPP)","5 or more persons","","0","units","0","","102.18.30","2230","","","","0"


